01-RADIO VĂN HỌC #1： HÌNH TƯỢNG NGƯỜI LÍNH TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_012.wav|lại nhằm để diễn tả sự lớn mạnh nhanh chóng của lực lượng kháng chiến.
01-RADIO VĂN HỌC #1： HÌNH TƯỢNG NGƯỜI LÍNH TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_013.wav|như nâng hình ảnh của đoạn quân lên sánh ngang tầm tạo hóa.
01-RADIO VĂN HỌC #1： HÌNH TƯỢNG NGƯỜI LÍNH TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_014.wav|khiến ta liên tường từ những bản hùng ca với chất sử thi đậm nét.
01-RADIO VĂN HỌC #1： HÌNH TƯỢNG NGƯỜI LÍNH TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_015.wav|lại là biểu tượng cho khát vọng lý tưởng của niềm lạc quan trong tâm hồn người lính gia trận.
01-RADIO VĂN HỌC #1： HÌNH TƯỢNG NGƯỜI LÍNH TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_016.wav|chiến đấu vì giấc mơ và lý tưởng cao đẹp của cộng đồng.
01-RADIO VĂN HỌC #1： HÌNH TƯỢNG NGƯỜI LÍNH TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_017.wav|tạo nên hai thi phẩm có sức trường tồn vượt qua băng hoại của thời gian.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_000.wav|Thế rồi nhiều bạn cứ mặc định rằng là chỉ có các bạn nữ mới có thể sử dụng được từ ngữ một cách mềm mại.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_001.wav|thì đội nhớ cũng là một đề tài rất vên thuộc đối với tất cả chúng ta rồi.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_002.wav|Chúng ta nhớ một người nào đó đã không còn đồng hành với chúng ta trong hiện tại.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_003.wav|một bạn học sinh của lớp Tổng ôn và Luyện Đề 24.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_004.wav|Khánh toàn cũng bộc lộ sự nghệ cảm và tối chất phân học rất rõ.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_005.wav|Đầu tiên, chúng ta sẽ ủng lắng nghe mở bài của bạn Toàn.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_006.wav|và tập trung khai thác những sự kiện lịch sử đầy hào hùng của dân tộc.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_007.wav|càng được bập lộ rõ qua hai bài thư tiêu biểu của hai thi sĩ.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_008.wav|nên những khung cảnh và con người được binh họa trong Tây Tiến và Việt Bắc.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_009.wav|chính những cảm xúc nhung nhớ và sự chân thành trong từng bước chân.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_010.wav|đồng thời cũng làm cho Tây Tiến trở thành một nỗi niềm.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_011.wav|Nếu như Quang Dũng dựa vào những xúc cảm ấy của bản thân để viết nên những dòng thơ cho đời,
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_012.wav|lại lòng cảm hứng từ các sự kiện lịch sử quan trọng của đất nước.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_013.wav|sau khi hiệp định Geneva được ký kết vào năm 1954.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_014.wav|Vì thế, ông đã viết bài thơ như một cách để lưu giữ lại những bức ảnh đầy sống độc.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_015.wav|và khắc họa được nỗi hoài niệm sâu thầm trong tâm hồn gửi viết.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_016.wav|Sau khi chúng ta xong đoạn khái quát về tác giả tạp phẩm, chúng ta sẽ bắt đầu đi vào phân tích các bạn nhé.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_017.wav|Đối với đề bài so sánh thì các bạn có thể lựa chọn cách rõ ràng nhất.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_018.wav|Ta sẽ cùng khám phá nét đặc sắc trong chất thơ của nhà văn xứ đoài mây trắng.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_019.wav|như làm cho đoạn quân ấy hòa vào không cành của đuổi rừng biển Tây Hùng Vĩ.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_020.wav|chảo dâng trong lòng không thể kìm nén được của người đại đội trường.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_021.wav|Một cảm giác nhớ Nhung về thời quá vãng mà ông không thể quay trở lại được.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_022.wav|ta cũng bắt gặp những bài thơ, những nhà thơ luôn tìm về quá khứ trong điểm nhung nhớ vô bờ.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_023.wav|Cả hai nhà thơ đều lấy thiên nhiên làm khởi nguồn của đỗi nhớ.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_024.wav|đó là hình ảnh thiên nhiên, rừng núi Tây Bắc đầy hùng vĩ.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_025.wav|ngọn lửa để làm bật lên đội nhớ gia giết của người chiến sĩ.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_026.wav|là cả hai nhà thơ đều mang trong mình một đỗi nhớ lửng lơ.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_027.wav|quảng dũng hình tựa hóa đội nhớ ấy bằng từ lấy chơi vơi.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_028.wav|còn quyết định thi lại khắc họa nó bằng những hình ảnh ông chọn lượm.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_029.wav|vì bảo phủ lấy không gian của nơi chính khu đầy gian khổ.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_030.wav|sau khi mà bài bê trong những bức tranh thiên nhiên tươi đẹp của chúng Tây Bắc.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_031.wav|quang dũng lại mân mê trong tâm hồn những khúc hành quân.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_032.wav|khi Quang Dũng nhớ về những địa phương trong địa bản hoạt động của Tây Tiến.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_033.wav|gồ gề mà còn không thể quan sát được những gì đang dần hiện ra phía trước.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_034.wav|một nơi đóng vai trò như là liều thuốc đầy lùi sự nhọc nhằn của người lĩnh.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_035.wav|Những bông hoa ấy đã mang lại cho họ một cảm giác rất dễ chịu.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_036.wav|Dường như mỗi đoàn quân có những cách giải tỏ căng thẳng khác nhau.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_037.wav|Niềm vui của các người chiến sĩ vận tài dọc đường Trường Sơn chỉ là những tràng cười ha ha được tạo ra từ bụi phun tóc trắng như người già.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_038.wav|Họ phải có một tâm hồn tinh tế bay bộng đến thế nào.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_039.wav|Nếu nỗi nhớ về tây tiếng của Quang Dũng là một nỗi nhớ lửng lơ.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_040.wav|thì Tố Hữu lại có cách miêu tả, làm cho sự nhớ nhung ấy hiện lên một cách rõ ràng.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_041.wav|Các bạn sẽ thấy rằng là có một lỗi trong quá trình các bạn viết mà có thấy rằng rất nhiều bạn mắc phải.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_042.wav|Đó là các bạn không biết cách để chuyển ý từ đoạn này sang đoạn khác.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_043.wav|Các bạn để ý là câu vừa rồi của bạn Khánh Toàn chính là một cách để bạn ấy chuyển ý.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_044.wav|Nỗi nhớ về Việt Bắc đã được tô đầm ở ngay hai câu thơ đầu hồ.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_045.wav|Tác xả đã rất tinh tế khi ví nỗi nhớ Việt Bắc như nỗi nhớ người yêu.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_046.wav|Nhà văn Haruki Murakami đã từng viết trong cuốn sách về tình yêu dựng Naui của mình rằng
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_047.wav|Chúng ta nên phân tích câu thơ này kỹ hơn để các bạn có thể có một bài làm hoàn chỉnh hơn nữa.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_048.wav|Đó là trong câu nhớ từng bản khói cùng xương. Các bạn hãy phân tích tĩ hơn cho cô và các từ, ví dụ như từ từ từng chẳng hạn.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_049.wav|Tại sao không nói là nhớ các bản khói, nhớ những bản khói, nhớ mọi bản khói?
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_050.wav|đảm đàng, chịu thương chịu khó của những cô gái nuôi quân ở trên khu Việt Bắc.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_051.wav|hiện lên như những buổi đoàn tù ấm cúng với tình quân dân nồng được.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_052.wav|Tô Hữu đã đẩy thương để nhớ một cô gái miền núi nào đó.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_053.wav|Như vậy đến đây là bản Khánh toàn đã phân tích xong từng đoạn thơ mà đề bài đưa ra rồi này.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_054.wav|thì các bạn sẽ phải có một cái đoạn các bạn đối chiếu và đánh giá.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_055.wav|Cái ý so sánh từ đề bài nó sẽ rõ ràng hơn rất là nhiều.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_056.wav|Vì lúc tìm quên lại là lúc lòng càng nhớ Nhung ra giết.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_057.wav|Có lẽ vì thế mà cảm giác của hai nhà thơ khi thể hiện một nỗi hoài niệm của mình.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_058.wav|đã được bảo toàn một cách thật dịu dàng trong mỗi trái tim.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_059.wav|cũng đều sử dụng các hình ảnh thiên nhiên để làm nền cho nỗi nhớ của bản thân mình.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_060.wav|Tuy nhiên, nỗi nhớ trong Việt Bắc dường như được tả rõ nét hơn với hình ảnh so sánh nhớ người yêu.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_061.wav|Như vậy, các bạn có thể thấy rằng đoạn đánh giá vừa rồi khánh toàn đã đánh giá đầu tiên là điểm trung.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_062.wav|Cô thấy rằng là nhiều lúc các bạn khi viết bài so sánh thì quên mất cái đoạn này.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_063.wav|mà các bạn chỉ đánh giá về đặc sắc nghệ thuật như là với những đề bài khác thôi, thì làm như vậy chúng ta sẽ không đáp ứng được yêu cầu của một bài so sánh liên hệ.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_064.wav|Thông qua những radio như thế này, chúng ta cũng không chỉ nghe giọng phận của các bạn khác.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_065.wav|nên là các bạn cũng hoàn toàn có thể chuẩn bị 1 cuốn xùt tay nhỏ nhỏ và bút.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_066.wav|Hai tác giả đã dốc hết tâm can và phơi trải mọi cảm xúc nhiệt hành của bản thân mình.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_067.wav|Những thanh âm mà hai nhà thơ cất lên như một hồi chuông đánh từ thời quá vãng.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_068.wav|Thế nhưng, lỗi nhờ ấy không làm ta trở nên chán nạn.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_069.wav|yếu đuối mà chỉ là phương tiện để ta cùng nhau hướng về những ngày tháng mới.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_070.wav|để tiếp tục những hành trình mới trên trạng đường cách mạng dài và đầy thử thách.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_071.wav|toàn đã có thể hiện được những tố chất văn học và những điểm mạnh của riêng mình.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_072.wav|các bạn sẽ thấy rằng là có cả tên của những tác giả trẻ rất là hiện đại.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_073.wav|mà bạn đã đưa vào, cách quan trọng là bạn đưa vào một cách phù hợp với đoạn đó.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_074.wav|Vậy các bạn thì thấy sao đối với bài làm của bạn Đinh Khánh Toàn?
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_075.wav|Với đề bài này, các bạn có bổ sung hoặc chia sẻ gì với bản toán hay không?
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_076.wav|Và các bạn chúng ta cùng có một không gian mở để trò chuyện về văn học các bạn nhé.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_077.wav|các bạn vừa tham khảo được thêm về những cách viết của các bạn học sinh khác.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_078.wav|Đồng thời, chúng ta cũng rất kinh nghiệm được trong quá trình mà mình làm bài các bạn nhé!
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_079.wav|hoặc là có tác phẩm nào mà các bạn muốn cô sẽ đọc trong radio văn học.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_080.wav|thì các bạn có thể để lại bình luận hoặc nhấn tin về Phan Tết nha các bạn.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_081.wav|và đồng hành gián tiếp với bạn Khánh Toàn trong radio ngày hôm nay.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_082.wav|Bây giờ thì chắc hẳn là đã đến lúc để chúng ta nói lời chào tạm biệt rồi.
02-RADIO VĂN HỌC #2： NỖI NHỚ TRONG ＂TÂY TIẾN＂ VÀ ＂VIỆT BẮC＂_seg_083.wav|Đừng quên là hãy thả tim cho cô ở video này để cô có thêm động lực.
03-RADIO VĂN HỌC #3： TUỔI TRẺ NÊN VỘI VÃ HAY ＂CHẬM LẠI MỘT CHÚT＂？_seg_000.wav|Đề bài này thì cô tin rằng các bạn cũng sẽ cảm thấy rất gần gũi.
03-RADIO VĂN HỌC #3： TUỔI TRẺ NÊN VỘI VÃ HAY ＂CHẬM LẠI MỘT CHÚT＂？_seg_001.wav|Cô sẽ đọc một số bài nghị luận xã hội về đề tài này.
03-RADIO VĂN HỌC #3： TUỔI TRẺ NÊN VỘI VÃ HAY ＂CHẬM LẠI MỘT CHÚT＂？_seg_002.wav|Trong bài nghỉ luận xã hội thì các bạn bắt vua cần có ít nhất là một dẫn chứng thực tế.
03-RADIO VĂN HỌC #3： TUỔI TRẺ NÊN VỘI VÃ HAY ＂CHẬM LẠI MỘT CHÚT＂？_seg_003.wav|thêm giận chứng thực tế hoặc là nói sâu hơn về giận chứng thực tế, ví dụ như người Nhật.
03-RADIO VĂN HỌC #3： TUỔI TRẺ NÊN VỘI VÃ HAY ＂CHẬM LẠI MỘT CHÚT＂？_seg_004.wav|hay là người phương Tây, hay là những cái con số liệu mà bạn đã có để cập tới.
03-RADIO VĂN HỌC #3： TUỔI TRẺ NÊN VỘI VÃ HAY ＂CHẬM LẠI MỘT CHÚT＂？_seg_005.wav|trước khi chúng ta cùng đến với bài viết tiếp theo các bạn nhé.
03-RADIO VĂN HỌC #3： TUỔI TRẺ NÊN VỘI VÃ HAY ＂CHẬM LẠI MỘT CHÚT＂？_seg_006.wav|để thấy cuộc sống muôn hình vạn trạng này thật tươi đẹp và ngọt ngào.
03-RADIO VĂN HỌC #3： TUỔI TRẺ NÊN VỘI VÃ HAY ＂CHẬM LẠI MỘT CHÚT＂？_seg_007.wav|Đoạn văn này cũng rất là lưu loát và diễn đặt khá là mềm mại rồi đúng không nào?
03-RADIO VĂN HỌC #3： TUỔI TRẺ NÊN VỘI VÃ HAY ＂CHẬM LẠI MỘT CHÚT＂？_seg_008.wav|thì các bạn lại quên mất cái việc là thật cần phải có dẫn chứng thực tế.
03-RADIO VĂN HỌC #3： TUỔI TRẺ NÊN VỘI VÃ HAY ＂CHẬM LẠI MỘT CHÚT＂？_seg_009.wav|sau khi mà các bạn lắng nghe xong một bài viết của một bạn nhé.
03-RADIO VĂN HỌC #3： TUỔI TRẺ NÊN VỘI VÃ HAY ＂CHẬM LẠI MỘT CHÚT＂？_seg_010.wav|Bây giờ chúng ta sẽ cùng lắng nghe bài viết của bạn Hạnh Dung các bạn nhạc.
03-RADIO VĂN HỌC #3： TUỔI TRẺ NÊN VỘI VÃ HAY ＂CHẬM LẠI MỘT CHÚT＂？_seg_011.wav|Ta sẽ gặp gỡ những người để lại trong tim ta những ký ức không thể phai mờ.
03-RADIO VĂN HỌC #3： TUỔI TRẺ NÊN VỘI VÃ HAY ＂CHẬM LẠI MỘT CHÚT＂？_seg_012.wav|để nhận ra vẻ đẹp của cuộc sống đôi khi nằm ở những điều mà ta cho là tầm thường.
03-RADIO VĂN HỌC #3： TUỔI TRẺ NÊN VỘI VÃ HAY ＂CHẬM LẠI MỘT CHÚT＂？_seg_013.wav|Bởi vì nếu các bạn viết quá dài, các bạn sẽ bị trừ mất 0,25 điểm hình thức.
03-RADIO VĂN HỌC #3： TUỔI TRẺ NÊN VỘI VÃ HAY ＂CHẬM LẠI MỘT CHÚT＂？_seg_014.wav|Có thể thấy rằng những bài viết mà cô đọc cho các bạn không phải là những bài viết hoàn hảo đâu, mỗi bạn sẽ có những điểm mạnh riêng.
03-RADIO VĂN HỌC #3： TUỔI TRẺ NÊN VỘI VÃ HAY ＂CHẬM LẠI MỘT CHÚT＂？_seg_015.wav|Và bạn có dẫn chứng thực tế phù hợp lấy bối cảnh của đại dịch Covid-19 rồi đúng không nào?
03-RADIO VĂN HỌC #3： TUỔI TRẺ NÊN VỘI VÃ HAY ＂CHẬM LẠI MỘT CHÚT＂？_seg_016.wav|Nhưng bước đó sẽ giúp cho các hệ thống ý trong đầu các bạn nó...
